Event	ID	Name			Wwise Object Path	Notes
	94728852	Play_WaterDamage			\Default Work Unit\SFX\Lv1_SFX\GeneralSFX\Play_WaterDamage	
	827576222	Play_AmbientWaterspout			\Default Work Unit\SFX\Lv1_SFX\SoundbankSpecificSFX\Play_AmbientWaterspout	
	979988297	Play_CoinCollect			\Default Work Unit\SFX\Lv1_SFX\GeneralSFX\Play_CoinCollect	
	1280143093	Play_AmbientWindFrustrum1			\Default Work Unit\SFX\Lv1_SFX\GeneralSFX\Play_AmbientWindFrustrum1	
	1280143094	Play_AmbientWindFrustrum2			\Default Work Unit\SFX\Lv1_SFX\GeneralSFX\Play_AmbientWindFrustrum2	
	1280143095	Play_AmbientWindFrustrum3			\Default Work Unit\SFX\Lv1_SFX\GeneralSFX\Play_AmbientWindFrustrum3	
	1844555015	Play_WindFrustrumLift			\Default Work Unit\SFX\Lv1_SFX\GeneralSFX\Play_WindFrustrumLift	
	1987482915	Start_L1AmbienceSwitch			\Default Work Unit\SFX\Lv1_SFX\GeneralSFX\Start_L1AmbienceSwitch	
	2069913319	Play_AmbientSwings			\Default Work Unit\SFX\Lv1_SFX\SoundbankSpecificSFX\Play_AmbientSwings	
	2187218884	Play_AmbientWindFrustrumGeneral			\Default Work Unit\SFX\Lv1_SFX\GeneralSFX\Play_AmbientWindFrustrumGeneral	
	2220497489	Play_PlaneSpeedSounds			\Default Work Unit\SFX\Lv1_SFX\GeneralSFX\Play_PlaneSpeedSounds	
	2321545575	Play_StickerCollect			\Default Work Unit\SFX\Lv1_SFX\GeneralSFX\Play_StickerCollect	
	2446149930	TEST_DELETE_ME			\Default Work Unit\TEST_DELETE_ME	
	3134050369	Play_PlaneBoost			\Default Work Unit\SFX\Lv1_SFX\GeneralSFX\Play_PlaneBoost	
	3300885361	Stop_L1AmbienceSwitch			\Default Work Unit\SFX\Lv1_SFX\GeneralSFX\Stop_L1AmbienceSwitch	

State Group	ID	Name			Wwise Object Path	Notes
	567225543	RegionAmbienceStates			\Default Work Unit\TestStates\SFX\RegionAmbienceStates	

State	ID	Name	State Group			Notes
	421983475	GrassLakeArea	RegionAmbienceStates			
	748895195	None	RegionAmbienceStates			
	3336434501	ForestArea	RegionAmbienceStates			

Game Parameter	ID	Name			Wwise Object Path	Notes
	4135936604	Player_FlightSpeed			\Default Work Unit\Player\Player_FlightSpeed	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	653433178	sfx_coin-collect_04	.cache\90\{90627907-B83B-2BCD-BBEE-7CA4F03498BA}.wem		\Containers\Default Work Unit\WORLD\Player\Player_Collect\Pickup_Coins\sfx_coin-collect_04		352160
	683921367	sfx_coin-collect_03	.cache\71\{71C43DAF-59D2-27C8-C8FA-49B4949FE852}.wem		\Containers\Default Work Unit\WORLD\Player\Player_Collect\Pickup_Coins\sfx_coin-collect_03		276160
	689446621	sfx_plane_splash_01	.cache\4E\{4E8F50C5-CE8B-1800-C766-C236A62072D3}.wem		\Containers\Default Work Unit\WORLD\Player\Player_Damage\Water_Hit\Water_Hits\sfx_plane_splash_01		80100
	727757605	sfx_base_wind_high	.cache\3C\{3C30F46E-BC37-2B82-C8A1-48E83C4C243A}.wem		\Containers\Default Work Unit\WORLD\Player\Player_Movement\Player_WindSpeeding\sfx_base_wind_high		3695288
	742397810	sfx_base_wind_highest	.cache\D2\{D279FD21-1DF6-79FC-A8A5-81704EB1A687}.wem		\Containers\Default Work Unit\WORLD\Player\Player_Movement\Player_WindSpeeding\sfx_base_wind_highest		3695288
	761285829	sfx_coin-collect_01	.cache\AA\{AAA1B7D1-82E1-6C6D-8AEF-1BBD4021ECBF}.wem		\Containers\Default Work Unit\WORLD\Player\Player_Collect\Pickup_Coins\sfx_coin-collect_01		291060
	787311231	sfx_base_wind_low	.cache\51\{510BEB67-7965-98EA-BF15-4747892BD9FE}.wem		\Containers\Default Work Unit\WORLD\Player\Player_Movement\Player_WindSpeeding\sfx_base_wind_low		3693572
	846295118	sfx_sticker_peel_01	.cache\AB\{ABEAB991-17D6-E74B-D25E-438BB70362B2}.wem		\Containers\Default Work Unit\WORLD\Player\Player_Collect\Pickup_Sticker\Pickup_Sticker_Head\sfx_sticker_peel_01		102324
	887369446	sfx_swings_v2_EQ	.cache\D8\{D82E13B1-F661-F380-35EB-B9FB3FCEAA86}.wem		\Containers\Default Work Unit\WORLD\Ambient\Ambiences-and-Emitters\Ambiences_Emitters\Emitters\Swing_Emitter\sfx_swings_v2_EQ		5510920
	910996997	sfx_sticker_peel_02	.cache\B6\{B66FBD88-D908-6D7B-BBB9-55BD985DCE29}.wem		\Containers\Default Work Unit\WORLD\Player\Player_Collect\Pickup_Sticker\Pickup_Sticker_Head\sfx_sticker_peel_02		95484
	919606371	sfx_windfrustrum_lift_V2_FIXED EQ	.cache\C2\{C22B810E-7D0D-0733-BCF0-0FB4D6186EFF}.wem		\Containers\Default Work Unit\WORLD\Ambient\Ambiences-and-Emitters\Ambiences_Emitters\Emitters\WindFrustrum_Emitters\WindFrustrum_GENERAL_CloseEmitter\sfx_windfrustrum_lift_V2_FIXED EQ		2119016
	977030703	sfx_windfrustrum_layer1_FIXED	.cache\37\{37ED01D5-2AC2-9432-FDEC-D54864E97310}.wem		\Containers\Default Work Unit\WORLD\Ambient\Ambiences-and-Emitters\Ambiences_Emitters\Emitters\WindFrustrum_Emitters\WindFrustrum-3_Emitter\sfx_windfrustrum_layer1_FIXED		3456160
	990541490	sfx_forest_ambience_02	.cache\65\{6547DF76-F60F-D0DB-4E15-881C7ED6551B}.wem		\Containers\Default Work Unit\WORLD\Ambient\Ambiences-and-Emitters\Ambiences_Background\Ambiences\Region_Ambiences\sfx_forest_ambience_02		9563544
	1068781597	sfx_sticker_stick_01	.cache\79\{792DC552-B7B8-1AFF-0408-D83EEA1D25F9}.wem		\Containers\Default Work Unit\WORLD\Player\Player_Collect\Pickup_Sticker\Pickup_Sticker_Tail\sfx_sticker_stick_01		30008

